Артикул;Категория;Подкатегория 1;Подкатегория 2;Подкатегория 3;Производитель;Тип;Цвет;Размер;Вес;Наименование;Цена продажи;Старая цена;Остаток;Цена закупки;Изображение 1;Изображение 2;Изображение 3;Изображение 4;Озображение 5;Изображение 6;Все размеры;Материал;Особенности;Упаковка вес;Упаковка материал;Упаковка габариты;;Объём;Полное описание;Краткое описание;;Категория на складе;Категория на сайте;Видимость на витрине;SEO Категория для канонического url;SEO тег title;SEO мета-тег keywords;SEO-мета тег description;Внешний код;Едница измерения;Штрихкод EAN13;Штрихкод;Минимальная цена;Страна;Поставщик;НДС
УТ000002198;Газовые лампы, горелки;Туристическое снаряжение;;;Следопыт;баллон;;;0,25;Баллон Газовый Следопыт 220г.;60 руб.;;;37 руб.;http://tritumana.ru/tmp/sledopit_220.JPG;;;;;;;;;0,3;;20*7*7;;;"состав:
пропан 20%
бутан 55%
изобутан 25%
примеси 5%";;;;;;;;;;;;;;;;;
